rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,p < 0.05:,up,down
Glud1,2.12E-27,-0.786184252,0.032,0.312,6.84E-23,-1.72450732,,,,
Igfbp7,1.23E-15,-0.787911505,0.468,0.728,3.97E-11,-1.726573206,,,,
Srsf2,1.20E-22,-0.788977152,0.071,0.339,3.88E-18,-1.727849011,,,,
Slc43a2,3.37E-14,-0.808667878,0.192,0.425,1.09E-09,-1.75159335,,,,
Foxo3,1.89E-16,-0.817239276,0.404,0.647,6.10E-12,-1.762030962,,,,
Rps24,1.09E-25,-0.83805281,0.005,0.236,3.52E-21,-1.78763576,,,,
Fkbp5,1.20E-25,-0.840907668,0.018,0.269,3.86E-21,-1.791176701,,,,
Ptprd,7.15E-24,-0.850817346,0.571,0.87,2.31E-19,-1.803522405,,,,
Nuak2,6.90E-24,-0.853820799,0.021,0.257,2.23E-19,-1.807280953,,,,
Cav1,6.85E-13,-0.853885078,0.283,0.493,2.21E-08,-1.807361478,,,,
Dpyd,2.00E-27,-0.892051598,0.068,0.375,6.45E-23,-1.855813325,,,,
Osbpl8,1.83E-24,-0.910492307,0.05,0.317,5.90E-20,-1.879686815,,,,
Slc5a12,7.76E-31,-0.96753332,0,0.267,2.50E-26,-1.955494286,,,,
Ddx5,3.55E-23,-0.992446409,0.402,0.719,1.15E-18,-1.989555865,,,,
Snx29,1.41E-25,-1.077017716,0.112,0.428,4.53E-21,-2.109670541,,,,
Slc15a2,2.66E-24,-1.084592501,0.169,0.486,8.59E-20,-2.12077637,,,,
Lgr4,9.40E-29,-1.089407548,0.189,0.543,3.03E-24,-2.127866363,,,,
Fxyd2,2.55E-11,-1.092506121,0.025,0.154,8.24E-07,-2.132441436,,,,
Abca13,7.68E-16,-1.130166733,0.105,0.339,2.48E-11,-2.188840354,,,,
Gm26917,9.17E-21,-1.146117029,0.121,0.399,2.96E-16,-2.213174227,,,,
Tns1,1.80E-30,-1.160051496,0.32,0.716,5.81E-26,-2.234654039,,,,
Cdk8,9.96E-32,-1.202466142,0.434,0.762,3.21E-27,-2.301327237,,,,
AY036118,1.27E-29,-1.271622232,0.162,0.517,4.09E-25,-2.414328912,,,,
Fut9,4.42E-35,-1.295075463,0,0.3,1.43E-30,-2.453898307,,,,
Slc25a21,1.45E-34,-1.312386659,0.009,0.32,4.67E-30,-2.483520507,,,,
Sugct,1.25E-39,-1.398793558,0.018,0.375,4.04E-35,-2.636809888,,,,
Trps1,8.60E-35,-1.439084064,0.162,0.555,2.77E-30,-2.711486645,,,,
Atp1a1,8.25E-44,-1.561199279,0.276,0.74,2.66E-39,-2.950990506,,,,
Cmss1,4.81E-81,-1.70071719,0.772,0.978,1.55E-76,-3.250625128,,,,
Ghr,8.75E-41,-1.755706477,0.014,0.375,2.82E-36,-3.37691643,,,,
Chpt1,2.46E-58,-1.810180801,0.215,0.757,7.93E-54,-3.506862344,,,,
Lars2,2.89E-73,-2.007959823,0.107,0.721,9.32E-69,-4.022130309,,,,
Gm42418,1.80E-112,-2.023387798,0.916,1,5.82E-108,-4.065373202,,,,
Grem2,0.00035811,1.112601424,0.352,0.276,1,2.162352047,,,,
Rbfox1,3.91E-06,0.778302779,0.639,0.514,0.126279292,1.715111987,,,,
Clu,9.84E-06,0.740545724,0.457,0.339,0.317472032,1.670807731,,,,
Chp1,3.48E-06,0.647256602,0.479,0.358,0.112412478,1.566187134,,,,
Sec14l1,0.000500335,0.617158037,0.404,0.305,1,1.533850672,,,,
Gm17276,0.051266423,0.607203881,0.416,0.375,1,1.523303998,,,,
Tacc2,0.000225993,0.600460329,0.863,0.844,1,1.516200272,,,,
Abhd3,5.95E-05,0.599524186,0.139,0.06,1,1.515216752,,,,
Gm47167,3.30E-06,0.571518003,0.324,0.202,0.106495802,1.486086408,,,,
Smarca2,0.000127826,0.568432398,0.621,0.526,1,1.482911394,,,,
Ptp4a2,3.56E-06,0.562527425,0.621,0.514,0.114969305,1.47685422,,,,
Grip1,1.73E-06,0.561974059,0.731,0.603,0.055848855,1.476287861,,,,
Ethe1,0.002198823,0.560897421,0.194,0.127,1,1.475186564,,,,
Vdr,0.002108548,0.560836364,0.653,0.642,1,1.475124133,,,,
Tob2,3.45E-06,0.560094144,0.37,0.236,0.111403074,1.474365425,,,,
Abr,6.68E-06,0.555411214,0.89,0.887,0.215630666,1.469587453,,,,
Slc25a13,0.001676924,0.554774625,0.58,0.531,1,1.46893914,,,,
Nuak1,0.00019,0.550795925,0.363,0.257,1,1.464893645,,,,
Sh3rf1,0.010900911,0.535037898,0.801,0.805,1,1.448980217,,,,
Ddr1,2.25E-05,0.529236491,0.498,0.377,0.725515946,1.443165236,,,,
Epb41l3,0.011514774,0.527440717,0.454,0.385,1,1.441369993,,,,
Lgals3,0.000441715,0.520497387,0.313,0.216,1,1.434449707,,,,
Mat2a,0.000220891,0.518459833,0.176,0.089,1,1.432425228,,,,
Morf4l2,0.000281858,0.513210791,0.333,0.252,1,1.427223021,,,,
Hivep2,3.75E-06,0.50641263,0.795,0.702,0.121057515,1.420513586,,,,
Sh3d21,1.79E-05,0.505700054,0.208,0.103,0.578692749,1.419812139,,,,
4933423P22Rik,1.53E-05,0.491636664,0.244,0.132,0.495062983,1.406039051,,,,
Fosl2,0.000189503,0.489670941,0.135,0.062,1,1.404124577,,,,
Efna5,0.000566887,0.488246087,0.737,0.726,1,1.402738501,,,,
Acsl4,0.002583254,0.472729731,0.42,0.337,1,1.387732722,,,,
Osbpl1a,0.002134686,0.472099835,0.55,0.495,1,1.387126956,,,,
Ttc39b,1.75E-05,0.4719575,0.372,0.243,0.565762598,1.38699011,,,,
Kitl,0.086412668,0.469253856,0.651,0.656,1,1.384393292,,,,
4930486I03Rik,5.85E-05,0.467214198,0.55,0.45,1,1.382437443,,,,
Lamc1,0.021486787,0.466734261,0.313,0.264,1,1.381977628,,,,
Kcnq1ot1,5.64E-05,0.464835372,0.845,0.8,1,1.380159853,,,,
Neat1,0.002563572,0.462626598,0.801,0.776,1,1.378048437,,,,
Elovl6,0.372083068,0.458762198,0.315,0.308,1,1.374362138,,,,
Cul2,7.34E-05,0.457958684,0.342,0.228,1,1.373596896,,,,
Nfib,0.002912696,0.451748631,0.785,0.769,1,1.367696981,,,,
Srpk2,2.44E-05,0.450656242,0.605,0.505,0.787076417,1.366661772,,,,
Cdc42se2,1.73E-05,0.448883441,0.502,0.363,0.556811068,1.364983433,,,,
Gm20275,0.004757232,0.446698074,0.358,0.286,1,1.362917347,,,,
Paxbp1,0.022872673,0.437825261,0.589,0.577,1,1.354560903,,,,
Rassf5,0.002323569,0.437038256,0.283,0.195,1,1.353822178,,,,
1600010M07Rik,2.36E-05,0.435598896,0.34,0.212,0.760117513,1.352472159,,,,
Lamc2,0.020076802,0.435281055,0.301,0.25,1,1.352174228,,,,
Sgsm2,0.000221815,0.43345416,0.285,0.188,1,1.350463044,,,,
Dock8,0.00075304,0.426974098,0.749,0.7,1,1.344410857,,,,
Egln3,1.22E-05,0.425615289,0.128,0.046,0.393003848,1.343145213,,,,
Ldha,2.18E-05,0.420443029,0.219,0.123,0.704679901,1.338338474,,,,
Rai1,0.000163934,0.420304979,0.6,0.531,1,1.338210417,,,,
Fxyd4,0.000130798,0.419863742,0.253,0.147,1,1.337801198,,,,
4933424G05Rik,0.000139218,0.418432343,0.413,0.3,1,1.336474529,,,,
Tut4,0.001782713,0.415842405,0.587,0.519,1,1.334077432,,,,
A430090L17Rik,0.004594773,0.415010809,0.269,0.204,1,1.333308667,,,,
Map3k2,0.00383998,0.412098894,0.632,0.577,1,1.330620249,,,,
Gm6225,0.001516318,0.410127067,0.123,0.062,1,1.328802844,,,,
B4galt6,0.000420633,0.406717445,0.475,0.365,1,1.3256661,,,,
Camkk2,0.000719148,0.404610188,0.427,0.339,1,1.323731193,,,,
Gm26688,1.40E-05,0.402714182,0.237,0.125,0.452812453,1.321992674,,,,
Slc7a1,0.00193367,0.402484434,0.283,0.202,1,1.321782164,,,,
Pvr,1.26E-05,0.400796136,0.194,0.091,0.406604255,1.320236268,,,,
Mtus1,0.840746342,0.393911333,0.203,0.214,1,1.31395087,,,,
Maco1,4.85E-05,0.391493235,0.406,0.279,1,1.311750405,,,,
Aff4,8.15E-05,0.391135857,0.705,0.644,1,1.311425503,,,,
Pdxdc1,6.35E-05,0.390353999,0.521,0.416,1,1.310714979,,,,
Pabpc4,0.000830612,0.39030118,0.265,0.175,1,1.310666993,,,,
Abtb2,0.079368217,0.389656196,0.322,0.288,1,1.310081165,,,,
Cd9,0.000422718,0.388860369,0.361,0.257,1,1.309358691,,,,
Hoxd3os1,7.94E-05,0.388444094,0.447,0.312,1,1.308980943,,,,
Dctn4,0.00038913,0.387870304,0.317,0.226,1,1.308460438,,,,
Fli1,0.000219472,0.387535298,0.502,0.385,1,1.308156637,,,,
Nol10,5.94E-05,0.386946108,0.212,0.118,1,1.307622502,,,,
Mrtfa,0.001327085,0.385311495,0.566,0.498,1,1.306141768,,,,
Gm15738,0.000444367,0.384568088,0.224,0.135,1,1.305468899,,,,
Bag2,1.08E-05,0.384025963,0.221,0.111,0.348917778,1.304978432,,,,
Cog7,0.000107195,0.380972485,0.724,0.637,1,1.302219353,,,,
Kcnc2,0.075049693,0.378574215,0.406,0.368,1,1.300056402,,,,
Notch3,8.78E-05,0.375704846,0.251,0.147,1,1.297473296,,,,
Nt5dc3,0.003881559,0.374759515,0.377,0.298,1,1.2966234,,,,
Vav3,0.010697513,0.374194758,0.66,0.632,1,1.296115924,,,,
Clic1,0.025426834,0.37246977,0.18,0.137,1,1.294567123,,,,
Snx3,0.000430644,0.370994388,0.365,0.272,1,1.293243901,,,,
Nipsnap2,0.006046557,0.370732374,0.514,0.459,1,1.293009051,,,,
Cdc27,0.0071667,0.370129756,0.329,0.264,1,1.29246907,,,,
Cdc42bpb,0.006087446,0.36915479,0.573,0.512,1,1.291595921,,,,
Phykpl,0.000152816,0.368682431,0.285,0.18,1,1.291173103,,,,
Atp6v0d1,5.40E-05,0.365575889,0.473,0.341,1,1.288395823,,,,
Prickle1,0.032142758,0.363985901,0.395,0.341,1,1.28697667,,,,
Arpc1b,0.000204504,0.360713531,0.24,0.147,1,1.284060814,,,,
Rnf121,0.000978903,0.356070062,0.384,0.286,1,1.279934571,,,,
Tmem213,0.013238018,0.35579124,0.299,0.24,1,1.279687228,,,,
Ppard,0.000117332,0.353727676,0.256,0.149,1,1.277858132,,,,
Rala,0.000931687,0.353157922,0.315,0.226,1,1.277353575,,,,
Sptlc2,0.010729309,0.349079262,0.708,0.659,1,1.273747454,,,,
Kif23,0.074460271,0.347695508,0.192,0.149,1,1.27252633,,,,
5330438D12Rik,0.000495957,0.346841459,0.546,0.44,1,1.271773241,,,,
Ripk4,1.55E-05,0.345874995,0.208,0.101,0.50149544,1.270921563,,,,
Cdh3,0.001302846,0.345595372,0.258,0.168,1,1.270675257,,,,
Slc3a2,3.25E-05,0.343899423,0.276,0.161,1,1.269182402,,,,
Tuba1c,9.20E-06,0.3434916,0.263,0.137,0.296916357,1.268823678,,,,
Yars,0.007620939,0.342298904,0.324,0.25,1,1.267775158,,,,
Atp4a,0.338814056,0.34207177,0.356,0.337,1,1.267575579,,,,
Sergef,0.003020421,0.338648339,0.356,0.276,1,1.264571262,,,,
Map3k3,0.001087525,0.335902297,0.546,0.459,1,1.262166552,,,,
Xpo4,0.00036694,0.332252203,0.306,0.2,1,1.258977241,,,,
2610020C07Rik,0.011658916,0.328995078,0.281,0.219,1,1.256138096,,,,
4921531C22Rik,7.74E-05,0.328919778,0.123,0.048,1,1.256072534,,,,
Sap130,0.00095204,0.328869682,0.354,0.25,1,1.256028919,,,,
Stard4,0.00059704,0.328665864,0.292,0.2,1,1.255851485,,,,
Csrp2,0.132066158,0.327916516,0.349,0.312,1,1.255199355,,,,
Plekha6,0.216918355,0.326539321,0.514,0.507,1,1.254001715,,,,
Gm20713,0.066927,0.326351386,0.356,0.305,1,1.253838371,,,,
Wdr41,0.000874724,0.324832056,0.292,0.195,1,1.252518625,,,,
Slc9a8,2.26E-06,0.324686823,0.235,0.113,0.07307395,1.252392542,,,,
Ifitm10,0.011137784,0.321174511,0.137,0.084,1,1.24934724,,,,
Sat1,0.65721732,0.321082945,0.438,0.464,1,1.249267948,,,,
Flot2,0.001293448,0.320502773,0.226,0.147,1,1.248765662,,,,
Hoxb3,0.002718477,0.320488845,0.548,0.474,1,1.248753607,,,,
Phlpp1,0.000859831,0.320206668,0.694,0.599,1,1.248509387,,,,
Tpm4,0.001130384,0.316347624,0.258,0.178,1,1.24517423,,,,
Gm48094,0.021106334,0.315251957,0.171,0.118,1,1.244228931,,,,
Pik3c2a,0.026035613,0.314886409,0.689,0.644,1,1.243913709,,,,
Baiap2l1,0.009983144,0.314554262,0.463,0.385,1,1.24362736,,,,
Chka,0.258709929,0.313162076,0.879,0.87,1,1.242427852,,,,
Lmx1a,0.059252,0.312451258,0.116,0.079,1,1.241815856,,,,
Gm36975,0.003810943,0.311491987,0.324,0.243,1,1.240990428,,,,
Mbd2,0.080782336,0.309555731,0.425,0.392,1,1.239325998,,,,
Gmeb2,0.001246955,0.308334563,0.233,0.151,1,1.238277416,,,,
Cmip,0.087144061,0.308068516,0.699,0.668,1,1.238049087,,,,
Epcam,0.002082761,0.306904642,0.237,0.159,1,1.23705071,,,,
Spry2,0.000225718,0.30509293,0.123,0.053,1,1.235498218,,,,
BC005561,0.000493006,0.302112292,0.505,0.392,1,1.232948288,,,,
Gm11536,0.014232289,0.301008126,0.32,0.248,1,1.232005012,,,,
Ankrd12,0.026952036,0.300974694,0.769,0.75,1,1.231976463,,,,
Prom1,0.014314511,0.300751934,0.267,0.207,1,1.231786255,,,,
Sorbs2os,0.000573012,0.299729458,0.315,0.207,1,1.230913564,,,,
Lmtk2,0.077011232,0.298540264,0.37,0.337,1,1.229899357,,,,
Tcaf1,0.041796404,0.296343984,0.185,0.137,1,1.228028449,,,,
Blnk,0.021529158,0.295162619,0.676,0.642,1,1.227023278,,,,
Magi3,0.068906905,0.295153338,0.534,0.519,1,1.227015384,,,,
Nktr,0.001817787,0.294799343,0.801,0.733,1,1.226714348,,,,
Sgsm3,0.001185133,0.294526247,0.142,0.075,1,1.226482159,,,,
Atp2b1,0.007782852,0.294492259,0.532,0.478,1,1.226453264,,,,
Slc31a1,0.022055732,0.294265222,0.34,0.284,1,1.226260272,,,,
Mef2d,0.002587763,0.294082897,0.521,0.435,1,1.22610531,,,,
Zfr,0.022098432,0.294077874,0.71,0.651,1,1.226101041,,,,
Eml4,0.000226659,0.292457837,0.694,0.601,1,1.224724996,,,,
Psma1,0.114761392,0.290489311,0.221,0.192,1,1.223055024,,,,
Ubl3,0.060695945,0.290037454,0.468,0.44,1,1.222672019,,,,
5930430L01Rik,0.020823343,0.289724037,0.199,0.139,1,1.22240643,,,,
Fndc3a,0.679990828,0.287911307,0.495,0.522,1,1.220871455,,,,
Mon2,0.074484404,0.287875748,0.589,0.541,1,1.220841363,,,,
Pogk,0.000604276,0.286715732,0.132,0.065,1,1.219860125,,,,
Taz,2.24E-05,0.286207419,0.258,0.142,0.72188043,1.219430401,,,,
Emd,0.000668465,0.286027569,0.237,0.149,1,1.219278394,,,,
Anapc16,0.000901739,0.284600937,0.304,0.207,1,1.218073286,,,,
Grik5,0.004193567,0.284011478,0.205,0.135,1,1.217575705,,,,
Usp50,0.006805699,0.283622369,0.295,0.219,1,1.217247358,,,,
Trak1,0.05825399,0.283495694,0.473,0.438,1,1.217140483,,,,
Mcmbp,0.031463238,0.283047925,0.333,0.274,1,1.216762777,,,,
Kdm2a,0.005418646,0.282808574,0.717,0.661,1,1.216560927,,,,
Afg3l1,0.004530527,0.282132321,0.215,0.139,1,1.215990807,,,,
Cx3cl1,4.84E-05,0.281805916,0.128,0.05,1,1.215715724,,,,
3110021N24Rik,0.005215339,0.281731168,0.336,0.248,1,1.215652737,,,,
Sik2,0.077658259,0.279971899,0.559,0.531,1,1.214171234,,,,
Fntb,0.105246914,0.279696175,0.279,0.236,1,1.213939207,,,,
Esrp1,0.002259837,0.279424694,0.386,0.286,1,1.213710794,,,,
Igf2r,0.00420748,0.279278588,0.288,0.209,1,1.213587884,,,,
Tiam1,0.221164611,0.278652284,0.235,0.212,1,1.213061155,,,,
Sec24b,0.001713194,0.277892219,0.475,0.38,1,1.212422238,,,,
4921511C10Rik,0.000228223,0.277433676,0.123,0.053,1,1.212036945,,,,
Zswim6,0.058680935,0.276964141,0.804,0.755,1,1.211642544,,,,
Nfatc3,0.010259058,0.276708892,0.422,0.356,1,1.211428193,,,,
Arhgef3,0.062904282,0.275908228,0.792,0.755,1,1.210756064,,,,
Tmem178,0.015677505,0.275750534,0.769,0.731,1,1.210623728,,,,
Cs,0.008558228,0.274767319,0.352,0.288,1,1.209798954,,,,
Rab2b,0.000621841,0.273083045,0.164,0.087,1,1.208387399,,,,
Sars,1.22E-05,0.272882014,0.196,0.094,0.3941202,1.208219029,,,,
Rabgef1,0.01745233,0.272728089,0.466,0.385,1,1.208090128,,,,
Fyttd1,0.007597122,0.271252444,0.418,0.349,1,1.206855077,,,,
Cdip1,0.015541434,0.270909903,0.466,0.394,1,1.206568567,,,,
Ywhag,0.00698546,0.270809913,0.21,0.144,1,1.206484945,,,,
4632427E13Rik,0.011247379,0.270221284,0.454,0.377,1,1.205992792,,,,
Pak6,0.009237996,0.269973479,0.201,0.137,1,1.205785662,,,,
Mmd,0.004375409,0.269809516,0.208,0.135,1,1.205648631,,,,
Sdk1,0.057575452,0.269126313,0.829,0.808,1,1.205077819,,,,
Ergic1,0.056439576,0.268546334,0.26,0.212,1,1.204593462,,,,
Trmt9b,0.019964527,0.268222233,0.189,0.132,1,1.204322881,,,,
Gm16599,0.122981656,0.26815366,0.47,0.433,1,1.204265639,,,,
Far1os,0.008964421,0.267767968,0.219,0.151,1,1.203943732,,,,
Rbbp6,0.011262927,0.267125091,0.489,0.423,1,1.203407365,,,,
Zdhhc20,0.057226565,0.263938351,0.379,0.332,1,1.200752116,,,,
Airn,0.017551396,0.263560462,0.525,0.452,1,1.200437641,,,,
Mosmo,0.010677212,0.263218525,0.342,0.262,1,1.200153156,,,,
Gm43376,0.013703342,0.262798025,0.167,0.108,1,1.1998034,,,,
Srpr,0.001081762,0.26224059,0.304,0.2,1,1.199339904,,,,
Senp2,0.112464527,0.262105252,0.352,0.31,1,1.1992274,,,,
Homer1,0.067862108,0.260280857,0.194,0.156,1,1.197711847,,,,
Foxn3,0.634586707,0.259269279,0.678,0.704,1,1.196872338,,,,
Ptpn2,0.004953841,0.25875439,0.482,0.392,1,1.196445258,,,,
Stk38,0.002365254,0.258252417,0.459,0.368,1,1.196029038,,,,
Gspt1,0.002805325,0.258069738,0.345,0.255,1,1.195877602,,,,
Cds1,0.02058061,0.257254036,0.461,0.375,1,1.195201643,,,,
Ube2h,0.186797317,0.254294155,0.765,0.752,1,1.192752041,,,,
Xrcc6,0.021475539,0.253860101,0.363,0.291,1,1.192393239,,,,
Cxadr,0.092977598,0.2538463,0.304,0.257,1,1.192381833,,,,
Psd3,0.039353583,0.253536956,0.694,0.671,1,1.192126189,,,,
Actn4,0.209886508,0.253223992,0.548,0.546,1,1.191867609,,,,
Thap3,0.023754027,0.252625528,0.212,0.154,1,1.191373296,,,,
Pou6f1,0.051827175,0.252586685,0.196,0.154,1,1.191341221,,,,
2700054A10Rik,0.195258716,0.252192011,0.139,0.115,1,1.191015353,,,,
Emx2,0.005989401,0.251853145,0.123,0.07,1,1.190735635,,,,
Gm12146,0.001579074,0.25109834,0.105,0.048,1,1.190112816,,,,
Pantr2,0.00477439,0.25106199,0.169,0.106,1,1.190082831,,,,
Josd1,0.009660022,0.251044139,0.13,0.079,1,1.190068106,,,,
Gm15614,0.049401536,0.250832539,0.247,0.197,1,1.189893571,,,,
Rapgef3,0.100738815,0.250828689,0.644,0.599,1,1.189890396,,,,
AC149090.1,0.000364584,0.250715293,0.963,0.942,1,1.189796874,,,,
Lyrm1,0.001095598,-0.250296271,0.05,0.108,1,-1.189451355,,,,
0610040J01Rik,0.002453671,-0.250989149,0.53,0.627,1,-1.190022745,,,,
Srbd1,0.00530068,-0.251195254,0.171,0.245,1,-1.190192765,,,,
Parp8,0.043009699,-0.25131784,0.386,0.462,1,-1.190293901,,,,
Rdx,0.000285171,-0.251437443,0.324,0.438,1,-1.190392583,,,,
Xpot,0.00244893,-0.251606113,0.183,0.267,1,-1.190531764,,,,
Usp8,0.045265647,-0.251753703,0.279,0.325,1,-1.190653564,,,,
Stk38l,0.000241539,-0.252030043,0.053,0.123,1,-1.190881648,,,,
Aco1,1.88E-06,-0.25210325,0.119,0.252,0.060628669,-1.190942079,,,,
Galnt18,0.000135864,-0.252196767,0.817,0.863,1,-1.19101928,,,,
Atp6v1h,0.000767168,-0.25227757,0.466,0.589,1,-1.191085989,,,,
Ptpn13,0.001436576,-0.252494853,0.783,0.825,1,-1.191265391,,,,
Setx,0.005158123,-0.252598397,0.26,0.341,1,-1.191350892,,,,
4930556J24Rik,0.359574935,-0.25266063,0.297,0.305,1,-1.191402284,,,,
Srr,0.001116457,-0.252688486,0.297,0.394,1,-1.191425288,,,,
Mdh1,0.000223664,-0.25306025,0.194,0.303,1,-1.191732343,,,,
Ankrd13c,0.002976344,-0.253574392,0.308,0.404,1,-1.192157123,,,,
Tob1,0.000188361,-0.253584604,0.116,0.209,1,-1.192165562,,,,
Peli1,0.000338758,-0.253673682,0.235,0.353,1,-1.192239173,,,,
Prxl2a,3.55E-06,-0.25393283,0.064,0.163,0.114616517,-1.192453352,,,,
Zfp945,0.008848399,-0.253940256,0.155,0.221,1,-1.19245949,,,,
Oma1,0.010558132,-0.254959888,0.139,0.197,1,-1.193302565,,,,
Yap1,0.013069662,-0.255047143,0.5,0.582,1,-1.193374739,,,,
Gm13483,0.004412439,-0.255055106,0.151,0.221,1,-1.193381325,,,,
Slc25a40,0.005837005,-0.255103365,0.123,0.188,1,-1.193421245,,,,
Bcor,0.001508398,-0.25524927,0.123,0.202,1,-1.193541946,,,,
Crebl2,0.017447241,-0.255555542,0.144,0.202,1,-1.193795353,,,,
Tbc1d5,0.001236389,-0.255558286,0.58,0.697,1,-1.193797623,,,,
Irf2,0.000779744,-0.255566484,0.347,0.45,1,-1.193804407,,,,
Zfp407,0.000720293,-0.255649322,0.482,0.599,1,-1.193872955,,,,
Fbh1,0.005702647,-0.256777174,0.18,0.255,1,-1.194806651,,,,
Celf2,0.002962178,-0.257062518,0.514,0.608,1,-1.19504299,,,,
Pot1a,0.002198505,-0.257350895,0.089,0.154,1,-1.195281888,,,,
Rfx3,0.000941231,-0.257481613,0.452,0.57,1,-1.195390194,,,,
Cmas,0.020751829,-0.25765708,0.075,0.118,1,-1.195535591,,,,
Rbm15,7.80E-06,-0.258064035,0.057,0.147,0.251541777,-1.195872875,,,,
Dusp11,0.028436179,-0.258076942,0.409,0.469,1,-1.195883574,,,,
Slc20a2,0.01907876,-0.258415861,0.231,0.293,1,-1.196164545,,,,
Usp40,0.003277332,-0.258977832,0.297,0.377,1,-1.196630576,,,,
Hs6st1,0.011055737,-0.259037801,0.189,0.255,1,-1.196680318,,,,
Etfbkmt,0.000631588,-0.259731145,0.046,0.106,1,-1.197255568,,,,
Agpat3,0.002632947,-0.259750538,0.368,0.445,1,-1.197271662,,,,
Yme1l1,0.004258286,-0.260433576,0.304,0.377,1,-1.197838639,,,,
Paics,0.000635706,-0.260487166,0.1,0.178,1,-1.197883135,,,,
Tango2,9.90E-05,-0.260548363,0.135,0.236,1,-1.197933948,,,,
Dock9,0.008646244,-0.260675048,0.374,0.452,1,-1.198039145,,,,
Pde4dip,7.03E-05,-0.261283,0.372,0.505,1,-1.198544105,,,,
Bmpr1b,0.000950348,-0.261352357,0.594,0.714,1,-1.198601727,,,,
Thrb,0.001071112,-0.261668367,0.491,0.601,1,-1.198864298,,,,
Invs,0.007544379,-0.261969511,0.174,0.243,1,-1.199114572,,,,
Huwe1,0.000556746,-0.262022177,0.71,0.808,1,-1.199158347,,,,
Abhd12,0.001746402,-0.262184451,0.121,0.2,1,-1.199293236,,,,
Ldhb,0.001250515,-0.262349123,0.648,0.738,1,-1.199430133,,,,
Gprin3,0.001317459,-0.26244552,0.053,0.111,1,-1.199510279,,,,
Gtf3c2,0.004500124,-0.262513352,0.226,0.305,1,-1.199566677,,,,
Sptbn1,0.000885543,-0.263248557,0.685,0.772,1,-1.200178139,,,,
Mbd5,0.00035974,-0.26326545,0.767,0.846,1,-1.200192192,,,,
Car2,0.003305082,-0.263328216,0.18,0.264,1,-1.200244409,,,,
Cmc1,0.009218671,-0.263718059,0.121,0.18,1,-1.200568782,,,,
Tln2,0.008072252,-0.263829582,0.454,0.526,1,-1.200661591,,,,
Ikbkb,0.001730059,-0.264272534,0.205,0.288,1,-1.201030288,,,,
Tpk1,0.000440301,-0.264610404,0.404,0.55,1,-1.201311595,,,,
Slc35a3,0.002037121,-0.264640799,0.253,0.344,1,-1.201336904,,,,
Atg10,0.005731754,-0.264697011,0.39,0.466,1,-1.201383713,,,,
Firre,0.007599544,-0.264746126,0.45,0.514,1,-1.201424613,,,,
Srsf6,0.000120587,-0.264766635,0.103,0.197,1,-1.201441693,,,,
Bbs9,0.002909501,-0.265135669,0.377,0.474,1,-1.201749055,,,,
Smap1,0.005387168,-0.265198109,0.313,0.399,1,-1.201801068,,,,
Specc1,0.002156077,-0.265297538,0.475,0.546,1,-1.201883897,,,,
Prpf38b,6.46E-05,-0.26536386,0.292,0.413,1,-1.201939151,,,,
Esrra,0.028783408,-0.265519562,0.228,0.281,1,-1.202068876,,,,
Sema5a,0.000179659,-0.265676299,0.646,0.743,1,-1.202199478,,,,
Atf7ip,0.004155401,-0.265681701,0.336,0.423,1,-1.202203979,,,,
Mbtps1,0.000568492,-0.266126156,0.151,0.243,1,-1.202574403,,,,
Wwc1,3.40E-05,-0.266153149,0.84,0.885,1,-1.202596904,,,,
Ttn,0.006333283,-0.266179296,0.128,0.197,1,-1.202618699,,,,
Frs2,0.002624989,-0.266308597,0.363,0.474,1,-1.202726488,,,,
Mgat5,0.008474309,-0.266580294,0.297,0.377,1,-1.202953014,,,,
Slc25a36,0.000292434,-0.266868079,0.441,0.553,1,-1.203193,,,,
Pag1,0.000140217,-0.26876996,0.068,0.149,1,-1.204780196,,,,
2610008E11Rik,0.001458592,-0.26913249,0.105,0.175,1,-1.205082979,,,,
Top2b,0.006739358,-0.270304127,0.377,0.454,1,-1.206062044,,,,
Dmxl1,0.008277228,-0.270414991,0.678,0.74,1,-1.206154728,,,,
Rnf130,0.005321626,-0.270869911,0.306,0.392,1,-1.20653512,,,,
Tardbp,0.11638945,-0.27118245,0.416,0.452,1,-1.206796527,,,,
Phc3,0.000362052,-0.271541568,0.406,0.512,1,-1.207096963,,,,
Sil1,0.000407423,-0.272461809,0.311,0.428,1,-1.20786717,,,,
Acadl,0.000428423,-0.272575781,0.212,0.31,1,-1.207962595,,,,
Dtd1,0.014740018,-0.272863292,0.196,0.264,1,-1.20820335,,,,
Adgrg3,0.028131642,-0.273111459,0.596,0.654,1,-1.208411198,,,,
Tasor,0.009110921,-0.274740599,0.568,0.651,1,-1.209776548,,,,
Dhrs3,8.28E-05,-0.275107688,0.107,0.202,1,-1.210084411,,,,
Hoxa3,0.001998526,-0.275456734,0.148,0.231,1,-1.210377215,,,,
Usp46,0.006290231,-0.275652303,0.228,0.305,1,-1.210541302,,,,
Gas6,0.000592382,-0.275694533,0.11,0.19,1,-1.210576737,,,,
Nmnat3,0.000150839,-0.275937175,0.119,0.214,1,-1.210780357,,,,
Ddi2,0.001832791,-0.276098927,0.331,0.421,1,-1.210916115,,,,
